Indegree,Outdegree,NumSCC,betweenness,closeness
1,1,0,0.0,0.23361218629042327
1,7,119,434.2821487323758,0.33161999291031546
0,4,1929,0.0,0.3461609620721554
86,25,0,66348.88915135476,0.4345099860659545
0,0,1931,0.0,0.0
1,6,1932,21.947882424823874,0.3464814814814815
2,19,0,43.240677283630845,0.3748747745942697
21,19,0,26973.756395324894,0.38665013432527384
1,3,0,27.062536433646954,0.3082372322899506
4,12,0,1974.937138953951,0.384504726674887
0,0,1937,0.0,0.0
9,12,0,509.6171311071124,0.3823829961169017
0,3,1939,0.0,0.3471887177583967
0,0,1940,0.0,0.0
2,6,0,44.31809507545205,0.352287704763698
7,10,0,534.5776176025342,0.3602233346168656
12,11,0,3086.670239211355,0.40366774541531825
0,0,1944,0.0,0.0
0,1,1945,0.0,0.3468668891360771
1,3,0,0.0,0.3376037531577048
1,8,1947,30.050100928233675,0.331033262561925
0,0,1948,0.0,0.0
5,19,0,5238.423541907226,0.4096781256842566
0,1,1950,0.0,0.2873157248157248
36,39,0,23761.861563427796,0.4364357359458829
5,2,0,84.04338152482855,0.35946205571565804
2,12,0,516.8940519828633,0.3860916219562526
1,5,0,4.736050383138978,0.3465456566030746
6,10,0,213.5343127824825,0.3368743248109471
1,4,0,2.398014945501792,0.372783422992628
0,3,1957,0.0,0.35767539667367615
2,2,0,27.806071707318285,0.33097470369715193
5,10,0,660.930131813209,0.3970713073005093
3,8,0,1679.9825133764655,0.3584977965127419
9,8,0,583.095018120402,0.3752507019655034
1,5,0,16.626432782049232,0.31738761662425785
18,15,0,6883.099625722232,0.38793282189508604
3,12,0,4268.211074874571,0.3728577122359506
1,0,1965,0.0,0.29646648708604023
2,13,0,3671.788826994472,0.36866995073891623
0,4,1967,0.0,0.33309595869681324
0,3,1968,0.0,0.35103189493433395
3,11,0,209.98731092291078,0.3831660864222814
29,45,0,10876.060722624254,0.44792913574335647
2,3,0,8.69573608189242,0.3609878448774841
0,0,1972,0.0,0.0
0,4,1973,0.0,0.3609878448774841
2,1,0,37.28595695893314,0.28072018004501126
3,12,0,529.466646344829,0.39825457641549594
